Time,601_volt,620_volt,623_volt,634_volt,640_volt,647_volt,670_volt,671_volt,673_volt,674_volt,686_volt
08:50.0,-0.043007,-0.346,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.302,-0.087006,-0.151,-0.042999
08:50.1,-0.043007,-0.324,-0.043999,-0.00099945,-0.089996,-0.108,-0.152,-0.28101,-0.087006,-0.151,0.021004
08:50.2,-0.043007,-0.346,-0.043999,-0.00099945,-0.089996,-0.065002,-0.152,-0.259,-0.087006,-0.151,-0.021996
08:50.3,-0.043007,-0.346,-0.043999,-0.00099945,-0.089996,-0.065002,-0.13,-0.259,-0.087006,-0.13,-0.021996
08:50.4,0.043999,-0.367,-0.043999,-0.00099945,-0.089996,-0.108,-0.152,-0.237,-0.087006,-0.108,-0.042999
08:50.5,0,-0.367,-0.043999,-0.00099945,-0.089996,-0.085999,-0.152,-0.173,-0.087006,-0.151,-0.042999
08:50.6,-0.064003,-0.367,-0.043999,-0.00099945,-0.089996,-0.085999,-0.152,-0.108,-0.108,-0.173,0
08:50.7,-0.064003,-0.475,-0.043999,-0.00099945,0,-0.085999,-0.13,-0.021004,-0.087006,-0.173,0
08:50.8,-0.064003,-0.432,-0.064995,-0.00099945,-0.089996,-0.065002,-0.152,-0.021004,-0.108,-0.173,-0.042999
08:50.9,-0.043007,-0.41,-0.086998,-0.00099945,-0.089996,-0.042999,-0.152,-0.021004,-0.108,-0.173,-0.021996
08:51.0,-0.064003,-0.367,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,-0.021004,-0.13,-0.194,0.021004
08:51.1,-0.064003,-0.30199,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,0,-0.13,-0.238,-0.021996
08:51.2,-0.086006,-0.281,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,0,-0.151,-0.194,-0.042999
08:51.3,-0.064003,-0.216,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,0,-0.151,-0.194,-0.086998
08:51.4,0,-0.194,-0.021996,-0.00099945,-0.089996,-0.021004,-0.13,0.021996,-0.13,-0.173,-0.064995
08:51.5,-0.064003,-0.238,-0.021996,-0.00099945,-0.089996,0.022003,-0.13,0.021996,-0.13,-0.194,-0.064995
08:51.6,-0.086006,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.13,0.021996,-0.108,-0.194,-0.064995
08:51.7,-0.086006,-0.238,-0.021996,-0.00099945,-0.089996,-0.021004,-0.13,0.021996,-0.108,-0.173,-0.064995
08:51.8,-0.064003,-0.30199,-0.021996,-0.00099945,-0.089996,-0.021004,-0.108,0.064995,-0.108,-0.194,-0.021996
08:51.9,-0.064003,-0.346,-0.021996,-0.00099945,-0.089996,-0.042999,-0.108,0.042999,-0.087006,-0.194,0
08:52.0,-0.064003,-0.367,-0.021996,-0.00099945,-0.089996,-0.021004,-0.086998,0.021996,-0.108,NaN,-0.021996
08:52.1,-0.086006,-0.432,-0.021996,-0.00099945,-0.089996,0,-0.086998,0.042999,-0.087006,NaN,-0.021996
08:52.2,-0.086006,-0.518,-0.021996,-0.00099945,-0.089996,0,-0.108,0.042999,-0.087006,NaN,-0.021996
08:52.3,-0.064003,-0.562,-0.021996,-0.00099945,-0.089996,-0.021004,-0.13,0.021996,-0.087006,NaN,-0.108
08:52.4,0,-0.518,-0.021996,-0.00099945,-0.089996,-0.021004,-0.152,0.042999,-0.087006,NaN,-0.064995
08:52.5,-0.064003,-0.41,-0.021996,-0.00099945,0,-0.021004,-0.173,0.042999,-0.087006,NaN,-0.13
08:52.6,-0.086006,-0.346,-0.021996,-0.00099945,-0.089996,-0.021004,-0.152,0.042999,-0.087006,NaN,-0.086998
08:52.7,-0.108,-0.324,-0.043999,-0.00099945,-0.089996,-0.021004,-0.13,0.042999,-0.087006,NaN,-0.086998
08:52.8,-0.086006,-0.324,-0.021996,-0.00099945,-0.089996,0,-0.13,0.021996,-0.087006,NaN,-0.086998
08:52.9,-0.086006,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.13,0,-0.108,NaN,-0.108
08:53.0,-0.064003,-0.259,-0.021996,0,-0.089996,-0.021004,-0.086998,-0.021004,-0.108,-0.194,-0.086998
08:53.1,-0.064003,-0.259,-0.021996,0,-0.089996,-0.021004,-0.108,0,-0.087006,-0.194,-0.216
08:53.2,-0.086006,-0.324,-0.021996,0,-0.089996,-0.021004,-0.108,0,-0.108,-0.194,-0.173
08:53.3,-0.086006,-0.346,-0.021996,-0.00099945,-0.089996,-0.021004,-0.152,0,-0.108,-0.194,-0.042999
08:53.4,-0.021004,-0.346,-0.021996,-0.00099945,-0.089996,-0.021004,-0.108,0,-0.108,-0.173,-0.064995
08:53.5,-0.086006,-0.432,-0.021996,-0.00099945,-0.089996,-0.021004,-0.13,0.021996,-0.087006,-0.216,-0.086998
08:53.6,-0.108,-0.45399,-0.021996,-0.00099945,-0.089996,-0.021004,-0.152,0,-0.108,-0.216,-0.042999
08:53.7,-0.108,-0.324,0,-0.00099945,0,0,-0.13,-0.021004,-0.108,-0.194,-0.086998
08:53.8,-0.12901,-0.432,0,-0.00099945,-0.089996,0,-0.13,-0.021004,-0.13,-0.173,-0.042999
08:53.9,-0.12901,-0.281,-0.021996,-0.00099945,-0.089996,0,-0.152,-0.021004,-0.108,-0.194,-0.042999
08:54.0,-0.12901,-0.281,-0.043999,-0.00099945,-0.089996,0,-0.173,0,-0.108,-0.173,-0.021996
08:54.1,-0.151,-0.281,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,-0.021004,-0.151,-0.173,-0.064995
08:54.2,-0.108,-0.30199,-0.021996,-0.00099945,-0.089996,-0.042999,-0.173,-0.021004,-0.151,-0.13,-0.042999
08:54.3,-0.086006,-0.259,-0.021996,-0.00099945,-0.089996,-0.042999,-0.152,0,-0.13,-0.13,-0.042999
08:54.4,-0.043007,-0.281,-0.043999,-0.00099945,-0.089996,-0.065002,-0.13,0,-0.13,-0.108,-0.021996
08:54.5,-0.12901,-0.518,-0.021996,-0.00099945,-0.089996,-0.042999,-0.13,0.021996,-0.087006,-0.108,-0.042999
08:54.6,-0.12901,-0.497,-0.043999,-0.00099945,-0.089996,-0.065002,-0.13,0,-0.087006,-0.108,0
08:54.7,-0.108,-0.605,-0.043999,-0.00099945,-0.089996,-0.042999,-0.152,0,-0.108,-0.108,-0.021996
08:54.8,-0.12901,-0.67,-0.043999,-0.00099945,-0.089996,-0.042999,-0.152,0.021996,-0.087006,-0.108,-0.021996
08:54.9,-0.12901,-0.54,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,0.042999,-0.087006,-0.108,0
08:55.0,-0.12901,-0.475,-0.043999,-0.00099945,-0.089996,0,-0.173,0.042999,-0.065002,-0.108,0
08:55.1,-0.12901,-0.432,-0.043999,-0.00099945,-0.089996,0,-0.173,0.042999,-0.065002,-0.13,0.042999
08:55.2,-0.151,-0.367,-0.043999,-0.00099945,-0.089996,-0.021004,-0.152,0.042999,-0.042999,-0.151,0.021004
08:55.3,-0.12901,-0.346,-0.043999,-0.00099945,-0.089996,-0.021004,-0.173,0.042999,-0.087006,-0.194,0.042999
08:55.4,-0.064003,-0.30199,-0.043999,-0.00099945,-0.089996,-0.042999,-0.195,0.042999,-0.065002,-0.173,0.065002
08:55.5,-0.086006,-0.30199,-0.043999,-0.00099945,-0.089996,-0.042999,-0.195,0.021996,-0.087006,-0.151,0.021004
08:55.6,-0.12901,-0.30199,-0.043999,0,0,-0.065002,-0.195,0,-0.087006,-0.151,0.021004
08:55.7,-0.108,-0.30199,-0.021996,0,-0.089996,-0.021004,-0.195,-0.021004,-0.108,-0.194,0.021004
08:55.8,-0.086006,-0.30199,-0.021996,0,0,0,-0.173,0,-0.108,-0.194,0.021004
08:55.9,-0.086006,-0.346,-0.021996,0,0,-0.021004,-0.173,-0.021004,-0.13,-0.173,0.021004
08:56.0,-0.108,-0.367,-0.021996,-0.00099945,0,0,-0.173,-0.021004,-0.087006,-0.173,0.021004
08:56.1,-0.108,-0.346,-0.021996,-0.00099945,0,0.022003,-0.173,0,-0.087006,-0.13,0.021004
08:56.2,-0.108,-0.367,-0.021996,-0.00099945,0,-0.021004,-0.173,0,-0.087006,-0.151,0
08:56.3,-0.064003,-0.346,-0.021996,-0.00099945,0,-0.042999,-0.173,0,-0.087006,-0.151,0.021004
08:56.4,0,-0.346,-0.021996,-0.00099945,0,-0.151,-0.173,-0.021004,-0.13,-0.151,-0.086998
08:56.5,-0.043007,-0.30199,-0.021996,-0.00099945,0,-0.281,-0.173,0,-0.108,-0.13,-0.086998
08:56.6,-0.086006,-0.367,-0.021996,-0.00099945,-0.089996,-0.194,-0.173,0,-0.108,-0.13,-0.021996
08:56.7,-0.086006,-0.259,-0.021996,-0.00099945,-0.089996,-0.108,-0.173,-0.021004,-0.13,-0.151,-0.021996
08:56.8,-0.086006,-0.346,0,-0.00099945,0,-0.108,-0.195,0,-0.13,-0.173,0
08:56.9,-0.086006,-0.41,0,-0.00099945,-0.089996,-0.085999,-0.216,0,-0.108,-0.151,-0.021996
08:57.0,-0.064003,-0.497,0,-0.00099945,-0.089996,-0.065002,-0.195,0,-0.13,-0.13,-0.021996
08:57.1,-0.064003,-0.475,0,-0.00099945,-0.089996,-0.042999,-0.195,0.021996,-0.108,-0.108,-0.021996
08:57.2,-0.064003,-0.562,0,-0.00099945,-0.089996,-0.042999,-0.195,0.042999,-0.087006,-0.108,-0.042999
08:57.3,-0.064003,-0.475,0,-0.00099945,-0.089996,-0.065002,-0.195,0.042999,-0.087006,-0.108,-0.064995
08:57.4,0.021996,-0.518,-0.021996,-0.00099945,-0.089996,-0.065002,-0.173,0.064995,-0.108,-0.173,-0.042999
08:57.5,-0.043007,-0.41,-0.021996,-0.00099945,-0.089996,-0.042999,-0.173,0.042999,-0.087006,-0.194,-0.108
08:57.6,-0.043007,-0.324,-0.021996,-0.00099945,-0.089996,-0.042999,-0.173,0.042999,-0.108,-0.194,-0.086998
08:57.7,-0.064003,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.173,0.021996,-0.108,-0.194,-0.13
08:57.8,-0.064003,-0.216,-0.021996,-0.00099945,-0.089996,-0.042999,-0.173,0.021996,-0.13,-0.151,-0.086998
08:57.9,-0.064003,-0.108,-0.021996,-0.00099945,-0.089996,-0.021004,-0.173,0.021996,-0.108,-0.151,-0.086998
08:58.0,-0.064003,-0.108,-0.021996,-0.00099945,-0.089996,-0.042999,-0.195,0.021996,-0.087006,-0.13,-0.086998
08:58.1,-0.021004,-0.085999,-0.021996,-0.00099945,0,-0.021004,-0.195,0.042999,-0.065002,-0.13,-0.064995
08:58.2,-0.021004,-0.108,-0.021996,-0.00099945,0,-0.042999,-0.195,0.021996,-0.065002,-0.151,0
08:58.3,-0.043007,-0.108,-0.021996,-0.00099945,0,-0.065002,-0.216,0.021996,-0.065002,-0.13,0
08:58.4,0.043999,-0.108,-0.021996,-0.00099945,-0.598,-0.042999,-0.238,0.042999,-0.087006,-0.151,-0.021996
08:58.5,0.021996,-0.194,-0.021996,-0.00099945,0,-0.042999,-0.238,0.042999,-0.087006,-0.173,-0.021996
08:58.6,0,-0.281,-0.021996,-0.00099945,0,-0.065002,-0.26,0.042999,-0.087006,-0.173,-0.021996
08:58.7,0,-0.259,-0.043999,-0.00099945,0,-0.021004,-0.238,0.042999,-0.087006,-0.151,0
08:58.8,0,-0.324,-0.021996,-0.00099945,0,-0.042999,-0.238,0.042999,-0.065002,-0.151,-0.042999
08:58.9,0,-0.30199,-0.021996,-0.00099945,0,-0.129,-0.238,0.042999,-0.042999,-0.108,0.042999
08:59.0,0,-0.259,-0.021996,-0.00099945,0,-0.085999,-0.216,0.021996,-0.065002,-0.108,0.021004
08:59.1,0,-0.259,-0.021996,-0.00099945,0,-0.065002,-0.195,0.021996,-0.065002,-0.085999,0.065002
08:59.2,0.021996,-0.173,-0.043999,-0.00099945,-0.089996,-0.065002,-0.216,0,-0.087006,-0.151,0.042999
08:59.3,0.043999,-0.129,-0.021996,-0.00099945,-0.089996,-0.085999,-0.195,0.021996,-0.087006,-0.108,0.042999
08:59.4,0.10799,-0.129,-0.021996,-0.00099945,-0.089996,-0.085999,-0.173,0.021996,-0.087006,-0.108,0.042999
08:59.5,0.064995,-0.173,0,-0.00099945,-0.089996,-0.065002,-0.195,0.042999,-0.042999,-0.085999,0
08:59.6,0.021996,-0.129,-0.021996,-0.00099945,-0.089996,-0.085999,-0.195,0.042999,-0.042999,-0.108,0
08:59.7,0.021996,-0.129,-0.021996,-0.00099945,0,-0.085999,-0.195,0.042999,-0.065002,-0.13,0.021004
08:59.8,0.021996,-0.151,-0.021996,-0.00099945,0,-0.065002,-0.238,0.021996,-0.065002,-0.13,0
08:59.9,0.021996,-0.194,-0.021996,-0.00099945,-0.089996,-0.065002,-0.216,0.021996,-0.065002,-0.13,0.021004
09:00.0,0.021996,-0.238,0,-0.00099945,-0.089996,-0.065002,-0.238,0.042999,-0.065002,-0.173,0.042999
09:00.1,0,-0.238,0,-0.00099945,-0.089996,-0.085999,-0.216,0.042999,-0.065002,-0.13,-0.021996
09:00.2,0,-0.259,0,-0.00099945,0,-0.085999,-0.195,0.042999,-0.042999,-0.108,0
09:00.3,0,-0.194,0,-0.00099945,-0.089996,-0.085999,-0.195,0.021996,-0.042999,-0.13,0
09:00.4,0.064995,-0.194,-0.021996,-0.00099945,-0.089996,-0.108,-0.216,0.021996,-0.042999,-0.151,-0.021996
09:00.5,0.021996,-0.194,-0.021996,-0.00099945,-0.089996,-0.108,-0.195,0.021996,-0.042999,-0.173,-0.021996
09:00.6,-0.043007,-0.173,-0.021996,-0.00099945,-0.089996,-0.042999,-0.195,-0.065002,-0.087006,-0.173,-0.042999
09:00.7,-0.043007,-0.151,-0.021996,-0.00099945,-0.089996,-0.042999,-0.195,-0.108,-0.13,-0.108,-0.042999
09:00.8,-0.021004,-0.151,0,-0.00099945,-0.089996,-0.108,-0.195,-0.065002,-0.087006,-0.13,-0.021996
09:00.9,-0.043007,-0.129,0,-0.00099945,-0.089996,-0.108,-0.216,-0.042999,-0.087006,-0.13,-0.021996
09:01.0,-0.043007,-0.151,0,-0.00099945,-0.089996,-0.085999,-0.216,-0.021004,-0.087006,-0.13,-0.042999
09:01.1,-0.021004,-0.129,0,-0.00099945,-0.089996,-0.085999,-0.216,0,-0.087006,-0.151,-0.042999
09:01.2,-0.043007,-0.173,-0.021996,-0.00099945,-0.089996,-0.065002,-0.195,0,-0.087006,-0.108,-0.021996
09:01.3,-0.021004,-0.194,0,-0.00099945,-0.089996,-0.108,-0.216,-0.021004,-0.087006,-0.108,-0.021996
09:01.4,-0.021004,-0.238,0,-0.00099945,-0.089996,-0.108,-0.216,-0.021004,-0.087006,-0.13,-0.042999
09:01.5,-0.043007,-0.259,-0.021996,-0.00099945,-0.089996,-0.108,-0.238,0,-0.108,-0.151,0
09:01.6,-0.043007,-0.259,-0.021996,-0.00099945,-0.089996,-0.108,-0.238,-0.021004,-0.087006,-0.194,-0.021996
09:01.7,-0.043007,-0.216,0,0,-0.089996,-0.085999,-0.216,0,-0.087006,-0.194,-0.021996
09:01.8,-0.021004,-0.173,0,0,0,-0.065002,-0.195,0,-0.108,-0.108,-0.021996
09:01.9,-0.021004,-0.129,0,-0.00099945,-0.089996,-0.021004,-0.195,0,-0.087006,-0.065002,-0.021996
09:02.0,-0.021004,-0.151,0,-0.00099945,-0.089996,-0.042999,-0.173,0.021996,-0.087006,-0.085999,-0.021996
09:02.1,-0.021004,-0.151,-0.021996,-0.00099945,-0.089996,0,-0.195,0.021996,-0.065002,-0.065002,-0.042999
09:02.2,-0.043007,-0.151,0,-0.00099945,-0.089996,0,-0.173,0,-0.065002,-0.085999,0
09:02.3,-0.021004,-0.151,-0.021996,-0.00099945,0,-0.021004,-0.173,0.021996,-0.065002,-0.085999,0
09:02.4,-0.043007,-0.151,-0.021996,-0.00099945,0,-0.151,-0.173,0.021996,-0.065002,-0.085999,0.021004
09:02.5,-0.043007,-0.194,0,-0.00099945,0,-0.108,-0.152,0.021996,-0.065002,-0.085999,-0.021996
09:02.6,-0.021004,-0.216,-0.021996,-0.00099945,0,-0.108,-0.152,0.042999,-0.065002,-0.085999,0.042999
09:02.7,-0.043007,-0.216,-0.021996,-0.00099945,0,-0.021004,-0.173,0.021996,-0.065002,-0.108,0
09:02.8,-0.021004,-0.259,-0.021996,-0.00099945,0,-0.065002,-0.195,0,-0.065002,-0.108,0
09:02.9,-0.021004,-0.259,-0.043999,-0.00099945,0,-0.042999,-0.195,0.021996,-0.065002,-0.13,-0.021996
09:03.0,-0.021004,-0.216,-0.043999,-0.00099945,0,-0.065002,-0.238,0,-0.065002,-0.13,-0.021996
09:03.1,0,-0.173,-0.043999,-0.00099945,0,-0.065002,-0.238,0,-0.065002,-0.151,0
09:03.2,-0.021004,-0.129,-0.021996,-0.00099945,0,-0.065002,-0.238,0,-0.042999,-0.13,-0.021996
09:03.3,0,-0.129,-0.021996,-0.00099945,0,-0.065002,-0.238,0.021996,-0.042999,-0.085999,-0.021996
09:03.4,-0.021004,-0.108,-0.021996,-0.00099945,-0.089996,-0.065002,-0.216,0,-0.022003,-0.108,0
09:03.5,0,-0.129,-0.021996,-0.00099945,0,-0.065002,-0.195,0.021996,-0.022003,-0.085999,-0.042999
09:03.6,0,-0.108,-0.021996,-0.00099945,0,-0.085999,-0.195,0,-0.042999,-0.151,-0.021996
09:03.7,-0.021004,-0.108,-0.021996,-0.00099945,0,-0.065002,-0.173,0,-0.042999,-0.13,0
09:03.8,0,-0.151,0,-0.00099945,0,-0.042999,-0.173,0,-0.042999,-0.173,0
09:03.9,0,-0.151,0,-0.00099945,0,-0.021004,-0.195,0,-0.042999,-0.173,0
09:04.0,-0.021004,-0.216,0,-0.00099945,0,-0.021004,-0.195,0,-0.087006,-0.151,-0.021996
09:04.1,0,-0.238,0,-0.00099945,0,-0.021004,-0.216,0,-0.065002,-0.173,-0.021996
09:04.2,0,-0.281,0,-0.00099945,0,-0.021004,-0.195,0,-0.065002,-0.151,-0.021996
09:04.3,0.021996,-0.238,0,-0.00099945,0,-0.021004,-0.216,0,-0.042999,-0.108,0
09:04.4,0.021996,-0.194,0,-0.00099945,0,-0.021004,-0.238,0,-0.065002,-0.13,0.021004
09:04.5,0,-0.151,0,-0.00099945,0,-0.021004,-0.238,0,-0.042999,-0.13,-0.021996
09:04.6,0,-0.129,0,-0.00099945,0,-0.042999,-0.26,0,-0.065002,-0.108,-0.021996
09:04.7,0,-0.129,0,-0.00099945,0,-0.065002,-0.195,0,-0.065002,-0.13,-0.021996
09:04.8,0.021996,-0.129,0,-0.00099945,0,-0.108,-0.195,0,-0.042999,-0.085999,0
09:04.9,0,-0.173,-0.043999,-0.00099945,0,-0.085999,-0.195,0,-0.022003,-0.085999,0
09:05.0,0.021996,-0.173,-0.043999,-0.00099945,0,-0.085999,-0.216,0,-0.022003,-0.13,0
09:05.1,0,-0.129,0,-0.00099945,0,-0.042999,-0.195,0,-0.042999,-0.065002,-0.021996
09:05.2,0,-0.151,0,-0.00099945,0,-0.042999,-0.216,0,-0.065002,-0.108,-0.021996
09:05.3,0,-0.173,-0.021996,-0.00099945,0,-0.042999,-0.216,0,-0.065002,-0.108,0
09:05.4,-0.021004,-0.238,-0.021996,-0.00099945,0,-0.065002,-0.216,0.021996,-0.065002,-0.13,-0.021996
09:05.5,0,-0.259,-0.021996,-0.00099945,0,-0.042999,-0.216,0.021996,-0.065002,NaN,-0.021996
09:05.6,-0.021004,-0.216,-0.021996,-0.00099945,0,-0.065002,-0.195,0,-0.065002,NaN,-0.021996
09:05.7,-0.021004,-0.216,-0.021996,-0.00099945,0,-0.065002,-0.195,0,-0.042999,NaN,-0.064995
09:05.8,0,-0.194,-0.021996,-0.00099945,-0.089996,-0.085999,-0.216,-0.021004,-0.065002,NaN,-0.042999
09:05.9,-0.021004,-0.194,-0.043999,-0.00099945,-0.089996,-0.085999,-0.238,0,-0.065002,NaN,-0.021996
09:06.0,0,-0.194,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,-0.021004,-0.087006,NaN,-0.021996
09:06.1,0,-0.151,-0.043999,-0.00099945,0,-0.065002,-0.216,0,-0.065002,NaN,0
09:06.2,-0.021004,-0.151,-0.021996,-0.00099945,-0.089996,-0.042999,-0.216,0,-0.087006,NaN,0.021004
09:06.3,-0.043007,-0.151,-0.021996,-0.00099945,-0.089996,-0.065002,-0.216,0,-0.065002,NaN,0.021004
09:06.4,-0.043007,-0.151,-0.043999,-0.00099945,-0.089996,-0.085999,-0.195,0.021996,-0.042999,NaN,0.021004
09:06.5,-0.043007,-0.151,-0.021996,-0.00099945,-0.089996,-0.042999,-0.173,-0.021004,-0.065002,-0.108,0
09:06.6,0,-0.151,-0.021996,-0.00099945,-0.089996,-0.065002,-0.195,0,-0.065002,-0.13,0.021004
09:06.7,-0.021004,-0.194,-0.021996,-0.00099945,-0.089996,-0.065002,-0.195,0,-0.087006,-0.13,0.021004
09:06.8,-0.021004,-0.259,-0.021996,-0.00099945,-0.089996,-0.042999,-0.195,0,-0.065002,-0.13,0.021004
09:06.9,-0.021004,-0.259,-0.043999,-0.00099945,-0.089996,-0.085999,-0.195,0,-0.065002,-0.151,0.042999
09:07.0,-0.043007,-0.238,-0.021996,-0.00099945,-0.089996,-0.085999,-0.195,-0.042999,-0.087006,-0.13,0.042999
09:07.1,0,-0.194,-0.021996,-0.00099945,-0.089996,-0.065002,-0.195,-0.021004,-0.065002,-0.13,0.042999
09:07.2,-0.021004,-0.173,-0.021996,-0.00099945,-0.089996,-0.065002,-0.195,0,-0.087006,-0.151,0
09:07.3,0,-0.194,-0.021996,-0.00099945,-0.089996,-0.065002,-0.216,-0.021004,-0.087006,-0.194,0.042999
09:07.4,-0.021004,-0.173,-0.043999,-0.00099945,-0.089996,-0.085999,-0.238,-0.021004,-0.087006,-0.173,0.021004
09:07.5,0,-0.151,-0.043999,-0.00099945,-0.089996,-0.108,-0.238,-0.021004,-0.087006,-0.173,0.021004
09:07.6,0.021996,-0.151,0,-0.00099945,-0.089996,-0.129,-0.238,0,-0.087006,-0.194,0.042999
09:07.7,0,-0.173,0,-0.00099945,-0.089996,-0.151,-0.216,0,-0.042999,-0.173,0.065002
09:07.8,0.021996,-0.216,0,-0.00099945,-0.089996,-0.129,-0.195,0.021996,-0.022003,-0.151,0.042999
09:07.9,-0.021004,-0.259,0,-0.00099945,-0.089996,-0.129,-0.216,0.042999,-0.042999,-0.194,0.042999
09:08.0,-0.021004,-0.367,0,-0.00099945,-0.089996,-0.085999,-0.216,0.021996,-0.065002,-0.173,0.042999
09:08.1,-0.021004,-0.45399,-0.021996,-0.00099945,0,-0.085999,-0.216,0.021996,-0.065002,-0.173,0.065002
09:08.2,-0.021004,-0.432,-0.021996,-0.00099945,-0.089996,-0.065002,-0.216,0,-0.065002,-0.194,0.021004
09:08.3,-0.021004,-0.346,-0.021996,-0.00099945,-0.089996,-0.065002,-0.238,0,-0.087006,-0.238,0.021004
09:08.4,-0.064003,-0.30199,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,-0.021004,-0.087006,-0.238,0.021004
09:08.5,-0.064003,-0.259,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,0,-0.087006,-0.216,0
09:08.6,-0.043007,-0.238,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,0,-0.065002,-0.216,0.021004
09:08.7,-0.043007,-0.194,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,0.021996,-0.065002,-0.194,0.021004
09:08.8,-0.043007,-0.194,-0.021996,-0.00099945,-0.089996,-0.085999,-0.281,0.042999,-0.042999,-0.216,0
09:08.9,-0.043007,-0.194,-0.021996,-0.00099945,0,-0.085999,-0.281,0.021996,-0.042999,-0.194,-0.021996
09:09.0,-0.043007,-0.216,-0.021996,-0.00099945,-0.089996,-0.042999,-0.281,0.042999,-0.065002,-0.194,0
09:09.1,-0.021004,-0.216,-0.021996,-0.00099945,0,-0.042999,-0.281,0.021996,-0.087006,-0.194,-0.021996
09:09.2,-0.043007,-0.238,-0.021996,-0.00099945,0,-0.021004,-0.281,0.021996,-0.042999,-0.151,-0.042999
09:09.3,-0.021004,-0.238,-0.086998,-0.00099945,0,-0.042999,-0.281,0.021996,-0.065002,-0.151,-0.042999
09:09.4,-0.021004,-0.259,-0.109,-0.00099945,-0.089996,-0.108,-0.281,0.021996,-0.042999,-0.151,-0.042999
09:09.5,0,-0.367,-0.086998,-0.00099945,-0.089996,-0.065002,-0.281,0.021996,-0.042999,-0.13,-0.064995
09:09.6,0,-0.324,-0.043999,-0.00099945,-0.089996,-0.065002,-0.303,0,-0.042999,-0.13,-0.021996
09:09.7,0,-0.30199,-0.043999,-0.00099945,-0.089996,-0.065002,-0.303,0,-0.042999,-0.13,-0.021996
09:09.8,0,-0.259,-0.043999,-0.00099945,-0.089996,-0.065002,-0.303,0,-0.065002,-0.151,-0.021996
09:09.9,0,-0.194,-0.021996,-0.00099945,0,-0.085999,-0.303,0,-0.065002,-0.173,-0.042999
09:10.0,0,-0.216,-0.021996,-0.00099945,0,-0.085999,-0.281,0,-0.065002,-0.151,-0.042999
09:10.1,0,-0.238,-0.021996,-0.00099945,0,-0.085999,-0.303,0,-0.042999,-0.194,-0.021996
09:10.2,0,-0.259,-0.021996,-0.00099945,0,-0.129,-0.281,0,-0.022003,-0.194,0
09:10.3,0,-0.259,-0.043999,-0.00099945,0,-0.065002,-0.303,-0.021004,-0.042999,-0.194,-0.021996
09:10.4,0,-0.281,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.021004,-0.042999,-0.173,-0.021996
09:10.5,0.021996,-0.216,-0.043999,-0.00099945,-0.089996,-0.108,-0.303,-0.021004,-0.087006,-0.194,-0.021996
09:10.6,0,-0.238,-0.021996,-0.00099945,-0.089996,-0.108,-0.303,-0.021004,-0.065002,-0.173,-0.042999
09:10.7,0,-0.281,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.021004,-0.042999,-0.173,-0.042999
09:10.8,0,-0.367,-0.021996,-0.00099945,-0.089996,-0.108,-0.303,-0.021004,-0.042999,-0.238,-0.021996
09:10.9,0,-0.346,-0.021996,0,-0.089996,-0.129,-0.303,-0.021004,-0.022003,-0.194,-0.042999
09:11.0,0,-0.281,-0.021996,-0.00099945,-0.089996,-0.151,-0.281,-0.021004,-0.022003,-0.173,-0.042999
09:11.1,0,-0.216,-0.021996,0,-0.089996,-0.129,-0.303,-0.021004,-0.042999,-0.151,0
09:11.2,-0.021004,-0.216,-0.021996,-0.00099945,0,-0.108,-0.303,0,-0.065002,-0.108,-0.021996
09:11.3,-0.021004,-0.194,-0.021996,-0.00099945,-0.089996,-0.108,-0.281,0,-0.042999,-0.13,0
09:11.4,-0.021004,-0.194,-0.021996,-0.00099945,-0.089996,-0.085999,-0.281,0,-0.042999,-0.13,-0.021996
09:11.5,-0.021004,-0.194,-0.021996,-0.00099945,-0.089996,-0.129,-0.281,0,-0.022003,-0.194,-0.021996
09:11.6,-0.021004,-0.238,-0.021996,-0.00099945,-0.089996,-0.108,-0.281,0.021996,-0.022003,-0.13,-0.021996
09:11.7,-0.021004,-0.238,-0.021996,-0.00099945,-0.089996,-0.129,-0.281,0.021996,-0.022003,-0.13,-0.042999
09:11.8,-0.021004,-0.238,0,-0.00099945,-0.089996,-0.085999,-0.303,0,-0.065002,-0.13,-0.021996
09:11.9,0,-0.259,-0.021996,-0.00099945,-0.089996,-0.085999,-0.325,0.021996,-0.042999,-0.151,-0.021996
09:12.0,0.021996,-0.281,-0.021996,-0.00099945,-0.089996,-0.085999,-0.325,0.021996,-0.042999,-0.085999,-0.021996
