Time,601_volt,620_volt,623_volt,634_volt,640_volt,647_volt,670_volt,671_volt,673_volt,674_volt,686_volt
08:27.6,-0.021004,-0.475,0,0,-0.089996,0.042999,0.065002,0.13,-0.108,-0.085999,-0.173
08:27.7,0,-0.432,0,0,-0.089996,0.022003,0.065002,0.13,-0.108,-0.085999,-0.173
08:27.8,-0.021004,-0.475,0,0,-0.089996,0.022003,0.085999,0.152,-0.087006,-0.065002,-0.173
08:27.9,0,-0.475,0,0,-0.089996,0.022003,0.085999,0.10799,-0.087006,-0.085999,-0.173
08:28.0,0.021996,-0.497,0,-0.00099945,-0.089996,0,0.085999,0.13,-0.087006,-0.108,-0.13
08:28.1,0,-0.518,0,-0.00099945,-0.089996,0.022003,0.085999,0.10799,-0.087006,-0.085999,-0.151
08:28.2,0.021996,-0.605,0,-0.00099945,0,0.022003,0.065002,0.13,-0.108,-0.065002,-0.108
08:28.3,0.021996,-0.54,0,-0.00099945,-0.089996,0,0.065002,0.10799,-0.065002,-0.085999,-0.173
08:28.4,0.021996,-0.583,0.021004,-0.00099945,-0.089996,0.042999,0.042999,0.10799,-0.042999,-0.108,-0.173
08:28.5,0.043999,-0.497,0,-0.00099945,-0.089996,0.042999,0.042999,0.10799,-0.065002,-0.108,-0.173
08:28.6,0.021996,-0.41,0,-0.00099945,-0.089996,0.022003,0.020996,0.13,-0.042999,-0.13,-0.151
08:28.7,0.021996,-0.432,0,-0.00099945,-0.089996,0.042999,0.042999,0.13,-0.022003,-0.108,-0.151
08:28.8,0.021996,-0.45399,0,-0.00099945,-0.089996,0.022003,0.042999,0.10799,-0.065002,-0.151,-0.108
08:28.9,0,-0.45399,0,-0.00099945,-0.089996,0.042999,0.042999,0.10799,-0.042999,-0.13,-0.151
08:29.0,0.021996,-0.475,0,0,-0.089996,0.022003,0.065002,0.10799,-0.087006,-0.151,-0.064995
08:29.1,0,-0.45399,0,0,-0.089996,0.042999,0.065002,0.10799,-0.087006,-0.108,-0.108
08:29.2,0.021996,-0.41,0,-0.00099945,-0.089996,0.042999,0.065002,0.086998,-0.087006,-0.108,-0.042999
08:29.3,0.043999,-0.432,0,-0.00099945,-0.089996,0.042999,0.085999,0.10799,-0.065002,-0.085999,-0.086998
08:29.4,0.021996,-0.432,-0.021996,-0.00099945,0,0.065002,0.065002,0.10799,-0.065002,-0.13,-0.064995
08:29.5,0.021996,-0.475,0,-0.00099945,-0.089996,0.065002,0.065002,0.13,-0.042999,-0.13,-0.064995
08:29.6,0,-0.45399,-0.021996,-0.00099945,-0.089996,0.065002,0.085999,0.13,-0.065002,-0.13,-0.064995
08:29.7,0.021996,-0.389,0,-0.00099945,-0.089996,0.065002,0.085999,0.10799,-0.065002,-0.108,-0.064995
08:29.8,0.021996,-0.389,0,-0.00099945,0,0.065002,0.065002,0.086998,-0.065002,-0.108,-0.042999
08:29.9,0.021996,-0.324,-0.021996,-0.00099945,0,0.065002,0.042999,0.086998,-0.065002,-0.108,0
08:30.0,0.021996,-0.346,0,-0.00099945,0,0.042999,0.042999,0.10799,-0.065002,-0.108,-0.042999
08:30.1,0.021996,-0.346,0,-0.00099945,0,0.022003,0.042999,0.10799,-0.065002,-0.108,-0.042999
08:30.2,0.021996,-0.30199,0,-0.00099945,-0.089996,0.042999,0.042999,0.10799,-0.087006,-0.13,-0.064995
08:30.3,0.021996,-0.324,0,-0.00099945,-0.089996,0.065002,0.042999,0.10799,-0.087006,-0.108,-0.064995
08:30.4,0.021996,-0.346,0,0,0,0.042999,0.042999,0.10799,-0.065002,-0.108,-0.086998
08:30.5,0.043999,-0.389,0,0,0,0.022003,0.065002,0.10799,-0.065002,-0.085999,-0.064995
08:30.6,0.043999,-0.432,0,-0.00099945,-0.089996,0.042999,0.085999,0.10799,-0.065002,-0.13,-0.064995
08:30.7,0.086998,-0.41,0,-0.00099945,0,0.022003,0.085999,0.10799,-0.065002,-0.151,-0.086998
08:30.8,0.086998,-0.41,0,-0.00099945,-0.089996,0.022003,0.108,0.086998,-0.108,-0.13,-0.173
08:30.9,0.064995,-0.389,-0.021996,-0.00099945,-0.089996,0,0.085999,0.086998,-0.087006,-0.151,-0.173
08:31.0,0.064995,-0.41,-0.021996,-0.00099945,-0.089996,0,0.085999,0.086998,-0.087006,-0.13,-0.173
08:31.1,0.064995,-0.324,0,-0.00099945,-0.089996,0,0.108,0.064995,-0.13,-0.108,-0.151
08:31.2,0.021996,-0.281,0,-0.00099945,-0.089996,0,0.085999,0.086998,-0.108,-0.108,-0.151
08:31.3,0.10799,-0.259,0.021004,-0.00099945,-0.089996,0,0.065002,0.064995,-0.087006,-0.13,-0.151
08:31.4,0.086998,-0.367,0.021004,-0.00099945,-0.089996,0.022003,0.065002,0.086998,-0.065002,-0.108,-0.13
08:31.5,0.086998,-0.367,0.021004,-0.00099945,-0.089996,0.042999,0.065002,0.10799,-0.087006,-0.108,-0.151
08:31.6,0.086998,-0.367,0.021004,-0.00099945,-0.089996,0,0.065002,0.10799,-0.087006,-0.13,-0.151
08:31.7,0.152,-0.475,0,-0.00099945,-0.089996,0.022003,0.065002,0.086998,-0.087006,-0.13,-0.151
08:31.8,0.152,-0.41,0,-0.00099945,-0.089996,0,0.065002,0.086998,-0.108,-0.173,-0.13
08:31.9,0.152,-0.41,0,-0.00099945,-0.089996,0,0.085999,0.10799,-0.087006,-0.173,-0.151
08:32.0,0.173,-0.432,0,-0.00099945,-0.089996,0,0.085999,0.10799,-0.065002,-0.173,-0.151
08:32.1,0.195,-0.432,0.021004,-0.00099945,-0.089996,0.022003,0.085999,0.10799,-0.042999,-0.173,-0.151
08:32.2,0.195,-0.41,0,-0.00099945,-0.089996,0.022003,0.085999,0.10799,-0.065002,-0.13,-0.151
08:32.3,0.195,-0.367,0,-0.00099945,-0.089996,0.042999,0.085999,0.13,-0.042999,-0.085999,-0.173
08:32.4,0.173,-0.30199,0.021004,-0.00099945,-0.089996,0.042999,0.108,0.13,-0.042999,-0.085999,-0.173
08:32.5,0.10799,-0.281,0.021004,-0.00099945,0,0.022003,0.108,0.13,-0.042999,-0.085999,-0.151
08:32.6,0.13,-0.281,0.021004,-0.00099945,-0.089996,0.042999,0.085999,0.10799,-0.042999,-0.108,-0.13
08:32.7,0.10799,-0.259,0.021004,-0.00099945,-0.089996,0.042999,0.108,0.13,-0.065002,-0.065002,-0.151
08:32.8,0.10799,-0.259,0.021004,0,-0.089996,0.022003,0.065002,0.10799,-0.087006,-0.108,-0.151
08:32.9,0.021996,-0.281,0.021004,0,-0.089996,0.022003,-0.152,0.13,-0.042999,-0.108,-0.173
08:33.0,0.021996,-0.346,0.021004,0,-0.089996,0,-0.152,0.13,-0.022003,-0.085999,-0.195
08:33.1,0.021996,-0.346,0.021004,0,-0.089996,0,-0.173,0.13,-0.042999,-0.108,-0.173
08:33.2,0.021996,-0.497,0.021004,0,-0.089996,0.022003,-0.173,0.13,-0.042999,-0.085999,-0.151
08:33.3,0.021996,-0.54,0.021004,-0.00099945,0,0,-0.152,0.13,-0.022003,-0.085999,-0.173
08:33.4,0.021996,-0.518,0.021004,-0.00099945,-0.089996,0,-0.173,0.13,-0.042999,-0.085999,-0.195
08:33.5,0.021996,-0.518,0.021004,-0.00099945,0,0,-0.238,0.152,-0.065002,-0.108,-0.151
08:33.6,0.021996,-0.605,0.021004,-0.00099945,-0.089996,0,-0.325,0.13,-0.065002,-0.151,-0.195
08:33.7,0.021996,-0.605,0.021004,-0.00099945,0,0.022003,-0.281,0.13,-0.022003,-0.065002,-0.151
08:33.8,0.021996,-0.54,0,-0.00099945,0,0.042999,-0.108,0.13,-0.042999,-0.042999,-0.13
08:33.9,0.021996,-0.475,0,-0.00099945,0,0.042999,-0.108,0.13,-0.022003,-0.042999,-0.173
08:34.0,0.021996,-0.432,0.021004,-0.00099945,-0.089996,0.065002,-0.086998,0.10799,-0.042999,-0.042999,-0.151
08:34.1,0,-0.41,0,0,0,0.042999,-0.086998,0.10799,0,-0.065002,-0.173
08:34.2,-0.021004,-0.41,0,0,-0.089996,0.042999,-0.108,0.10799,-0.022003,-0.065002,-0.173
08:34.3,0,-0.346,0.021004,0,-0.089996,0.022003,-0.086998,0.10799,-0.022003,-0.085999,-0.173
08:34.4,0,-0.30199,0.021004,0,-0.089996,0.022003,-0.108,0.086998,-0.065002,-0.085999,-0.173
08:34.5,0.021996,-0.324,0.021004,0,0,0.042999,-0.108,0.064995,-0.065002,-0.065002,-0.151
08:34.6,0,-0.346,0.021004,0,-0.089996,0.042999,-0.108,0.064995,-0.087006,-0.085999,-0.195
08:34.7,-0.021004,-0.432,0.021004,0,-0.089996,0.022003,-0.108,0.064995,-0.042999,-0.085999,-0.195
08:34.8,0.021996,-0.475,0.021004,-0.00099945,-0.089996,0.065002,-0.108,0.086998,-0.022003,-0.065002,-0.195
08:34.9,0,-0.432,0,-0.00099945,-0.089996,0.042999,-0.108,-0.28101,-0.042999,-0.085999,-0.173
08:35.0,0.021996,-0.432,0,-0.00099945,0,0.022003,-0.086998,-0.237,-0.042999,-0.065002,-0.151
08:35.1,0.021996,-0.367,0,-0.00099945,-0.089996,0.042999,-0.086998,-0.194,-0.108,-0.108,-0.195
08:35.2,0.021996,-0.346,0,-0.00099945,-0.089996,0.022003,-0.108,-0.021004,-0.087006,-0.085999,-0.173
08:35.3,0.021996,-0.281,0,-0.00099945,-0.089996,0.022003,-0.108,0.042999,-0.065002,-0.085999,-0.173
08:35.4,0,-0.30199,0.021004,-0.00099945,-0.089996,0,-0.086998,0.042999,-0.065002,-0.065002,-0.173
08:35.5,-0.021004,-0.30199,0,-0.00099945,-0.089996,0,-0.108,0.064995,-0.065002,-0.065002,-0.151
08:35.6,-0.064003,-0.281,0,-0.00099945,-0.089996,0.022003,-0.108,0.042999,-0.087006,-0.085999,-0.13
08:35.7,-0.064003,-0.324,0.021004,-0.00099945,-0.089996,0,-0.086998,0.042999,-0.065002,-0.085999,-0.13
08:35.8,-0.064003,-0.346,0,0,-0.089996,0.042999,-0.086998,0.064995,-0.087006,-0.065002,-0.13
08:35.9,-0.064003,-0.346,0.021004,-0.00099945,-0.089996,0.086998,-0.108,0.042999,-0.065002,-0.065002,-0.108
08:36.0,-0.064003,-0.389,0.021004,-0.00099945,-0.089996,0.065002,-0.13,0.042999,-0.087006,-0.042999,-0.108
08:36.1,-0.108,-0.45399,0.021004,-0.00099945,-0.089996,0.065002,-0.13,0.086998,-0.087006,-0.042999,-0.13
08:36.2,-0.021004,-0.497,0.021004,-0.00099945,-0.089996,0.065002,-0.108,0.086998,-0.087006,-0.042999,-0.108
08:36.3,-0.043007,-0.497,0.021004,-0.00099945,-0.089996,0.022003,-0.13,0.064995,-0.087006,-0.042999,-0.108
08:36.4,-0.043007,-0.45399,0.042999,-0.00099945,-0.089996,0.022003,-0.13,0.086998,-0.065002,-0.042999,-0.108
08:36.5,-0.043007,-0.346,0.042999,-0.00099945,-0.089996,0,-0.13,0.064995,-0.065002,-0.065002,-0.086998
08:36.6,-0.043007,-0.367,0.021004,-0.00099945,-0.089996,0,-0.13,0.042999,-0.087006,-0.065002,-0.108
08:36.7,-0.043007,-0.367,0.042999,-0.00099945,-0.089996,0,-0.13,0.042999,-0.065002,-0.065002,-0.13
08:36.8,-0.043007,-0.432,0.042999,-0.00099945,-0.089996,0,-0.152,0.064995,-0.042999,-0.065002,-0.108
08:36.9,-0.021004,-0.45399,-0.021996,-0.00099945,-0.089996,0,-0.152,0.086998,-0.042999,-0.042999,-0.108
08:37.0,0,-0.45399,0.021004,-0.00099945,0,0.022003,-0.13,0.042999,-0.042999,-0.065002,-0.042999
08:37.1,-0.043007,-0.45399,0.042999,0,0,0.022003,-0.13,0.064995,-0.065002,-0.173,-0.064995
08:37.2,-0.021004,-0.475,0.042999,0,0,0.022003,-0.13,0.064995,-0.042999,-0.173,-0.042999
08:37.3,-0.021004,-0.497,0.042999,-0.00099945,0,0.042999,-0.152,0.064995,-0.065002,-0.173,-0.042999
08:37.4,-0.086006,-0.518,0.042999,-0.00099945,-0.089996,0,-0.173,0.064995,-0.087006,-0.13,-0.021996
08:37.5,-0.086006,-0.518,0.042999,-0.00099945,-0.089996,0.022003,-0.195,0.064995,-0.065002,-0.13,-0.042999
08:37.6,-0.108,-0.518,0.021004,-0.00099945,-0.089996,0.022003,-0.216,0.064995,-0.042999,-0.108,-0.064995
08:37.7,-0.086006,-0.45399,0.042999,-0.00099945,-0.089996,0.042999,-0.195,0.064995,-0.065002,-0.13,-0.064995
08:37.8,-0.086006,-0.41,0.042999,-0.00099945,-0.089996,0.042999,-0.152,0.042999,-0.065002,-0.108,-0.042999
08:37.9,-0.108,-0.389,0.042999,-0.00099945,-0.089996,0.065002,-0.152,0.064995,-0.065002,-0.13,-0.042999
08:38.0,-0.086006,-0.389,0.042999,-0.00099945,-0.089996,0.042999,-0.152,0.064995,-0.042999,-0.108,-0.042999
08:38.1,-0.064003,-0.389,0.021004,-0.00099945,0,0,-0.13,0.064995,-0.065002,-0.085999,-0.064995
08:38.2,-0.043007,-0.367,0.021004,-0.00099945,0,0.022003,-0.13,0.064995,-0.087006,-0.108,-0.064995
08:38.3,-0.043007,-0.367,0.021004,-0.00099945,0,0.042999,-0.13,0.042999,-0.087006,-0.108,-0.064995
08:38.4,-0.043007,-0.367,0.021004,-0.00099945,-0.089996,0.022003,-0.13,0.064995,-0.087006,-0.108,-0.042999
08:38.5,-0.043007,-0.432,0.021004,-0.00099945,0,0.042999,-0.152,0.064995,-0.042999,NaN,-0.042999
08:38.6,-0.086006,-0.45399,0.021004,-0.00099945,0,0.042999,-0.13,0.064995,-0.087006,NaN,-0.086998
08:38.7,-0.064003,-0.41,0,-0.00099945,0,0.065002,-0.13,0.064995,-0.065002,NaN,-0.086998
08:38.8,-0.064003,-0.432,0.021004,-0.00099945,0,0.042999,-0.13,0.064995,-0.065002,NaN,-0.086998
08:38.9,-0.064003,-0.475,0.021004,-0.00099945,0,0.042999,-0.173,0.042999,-0.087006,NaN,-0.064995
08:39.0,0.021996,-0.432,0.021004,-0.00099945,-0.089996,0.065002,-0.173,0.042999,-0.042999,NaN,-0.042999
08:39.1,-0.021004,-0.432,0.021004,-0.00099945,0,0.065002,-0.152,0.042999,-0.087006,NaN,-0.021996
08:39.2,-0.021004,-0.389,0.021004,-0.00099945,-0.089996,0.065002,-0.152,0.064995,-0.065002,NaN,-0.042999
08:39.3,-0.021004,-0.389,0.021004,-0.00099945,0,0.042999,-0.173,0.086998,-0.042999,NaN,-0.042999
08:39.4,-0.021004,-0.41,-0.021996,-0.00099945,-0.089996,0.065002,-0.152,0.064995,-0.065002,NaN,-0.042999
08:39.5,0,-0.432,-0.021996,-0.00099945,-0.089996,0.065002,-0.13,0.064995,-0.065002,-0.085999,-0.064995
08:39.6,-0.021004,-0.41,0,-0.00099945,-0.089996,0.065002,-0.13,0.042999,-0.065002,-0.085999,-0.064995
08:39.7,0,-0.346,0,-0.00099945,0,0.042999,-0.108,0.042999,-0.108,-0.085999,-0.042999
08:39.8,0.021996,-0.367,0,-0.00099945,0,0.022003,-0.108,0.064995,-0.087006,-0.085999,-0.064995
08:39.9,0.021996,-0.432,-0.021996,-0.00099945,-0.089996,0.042999,-0.108,0.042999,-0.042999,-0.085999,-0.064995
08:40.0,0.021996,-0.475,-0.021996,-0.00099945,-0.089996,0.042999,-0.108,0.064995,-0.042999,-0.085999,-0.042999
08:40.1,0.043999,-0.475,0,-0.00099945,0,0.042999,-0.108,0.064995,-0.042999,-0.108,-0.086998
08:40.2,-0.021004,-0.497,0,-0.00099945,0,0.065002,-0.108,0.064995,-0.042999,-0.085999,-0.064995
08:40.3,-0.021004,-0.45399,0,-0.00099945,0,0.086998,-0.108,0.064995,-0.065002,-0.108,-0.042999
08:40.4,0,-0.45399,0,-0.00099945,-0.089996,0.065002,-0.152,0.064995,-0.087006,-0.108,-0.021996
08:40.5,0,-0.389,0,-0.00099945,0,0.086998,-0.152,0.064995,-0.087006,-0.108,-0.042999
08:40.6,-0.021004,-0.432,0,-0.00099945,0,0.065002,-0.108,0.064995,-0.087006,-0.13,0.021004
08:40.7,-0.021004,-0.389,0,-0.00099945,0,0.065002,-0.086998,0.086998,-0.065002,-0.13,0
08:40.8,-0.021004,-0.41,0,-0.00099945,0,0.042999,-0.086998,0.086998,-0.065002,-0.13,0.021004
08:40.9,-0.021004,-0.367,0,-0.00099945,-0.089996,0.022003,-0.086998,0.042999,-0.065002,-0.108,0
08:41.0,0.021996,-0.346,0,-0.00099945,-0.089996,0.022003,-0.086998,0.064995,-0.065002,-0.108,0
08:41.1,0.086998,-0.324,0,0,0,0.022003,-0.086998,0.042999,-0.087006,-0.065002,0
08:41.2,0.10799,-0.346,0,-0.00099945,-0.089996,0.042999,-0.086998,0.042999,-0.108,-0.085999,0.021004
08:41.3,0.10799,-0.367,0.021004,-0.00099945,0,0.065002,-0.086998,0.064995,-0.087006,-0.108,0.021004
08:41.4,0.13,-0.41,0.021004,-0.00099945,0,0.042999,-0.086998,0.064995,-0.087006,-0.085999,0.065002
08:41.5,0.10799,-0.45399,0.021004,-0.00099945,0,0.042999,-0.086998,0.064995,-0.087006,-0.13,0.021004
08:41.6,0.086998,-0.41,0,-0.00099945,0,0.065002,-0.086998,0.064995,-0.087006,-0.108,0.021004
08:41.7,0.086998,-0.389,0.021004,-0.00099945,0,0.065002,-0.086998,0.064995,-0.087006,-0.108,0
08:41.8,0.064995,-0.389,0.021004,-0.00099945,0,0.065002,-0.108,0.064995,-0.087006,-0.13,0.021004
08:41.9,0.086998,-0.367,0.021004,-0.00099945,0,0.042999,-0.086998,0.086998,-0.065002,-0.151,0.042999
08:42.0,0.064995,-0.41,0.021004,-0.00099945,-0.089996,0.042999,-0.108,0.064995,-0.087006,-0.151,0.021004
08:42.1,0.043999,-0.367,0.021004,-0.00099945,0,0.042999,-0.108,0.086998,-0.108,-0.151,0.065002
08:42.2,0.064995,-0.367,0.021004,-0.00099945,-0.089996,0.042999,-0.086998,0.064995,-0.087006,-0.13,0.042999
08:42.3,-0.021004,-0.389,0.021004,-0.00099945,-0.089996,0.022003,-0.086998,0.086998,-0.065002,-0.085999,0.065002
08:42.4,0,-0.389,0.021004,-0.00099945,-0.089996,0.042999,-0.086998,0,-0.065002,-0.108,0.065002
08:42.5,0,-0.389,0,-0.00099945,-0.089996,0.065002,-0.065002,0.064995,-0.042999,-0.108,0.065002
08:42.6,0,-0.41,0,-0.00099945,-0.089996,0.042999,-0.065002,0.064995,-0.065002,-0.085999,0.021004
08:42.7,0.021996,-0.45399,0.021004,-0.00099945,-0.089996,0.042999,-0.108,0.064995,-0.065002,-0.085999,0
08:42.8,0,-0.475,0.021004,-0.00099945,-0.089996,0.065002,-0.086998,0.086998,-0.065002,-0.108,0.021004
08:42.9,0,-0.475,0,-0.00099945,-0.089996,0.065002,-0.086998,0.064995,-0.065002,-0.108,0.042999
08:43.0,0,-0.45399,0.021004,-0.00099945,-0.089996,0.042999,-0.086998,0.042999,-0.065002,-0.108,0
08:43.1,-0.021004,-0.41,0,-0.00099945,-0.089996,0.065002,-0.086998,0.064995,-0.042999,-0.13,0.021004
08:43.2,-0.021004,-0.367,0,-0.00099945,-0.089996,0.065002,-0.086998,0.064995,-0.042999,-0.13,0.042999
08:43.3,0.043999,-0.367,0,-0.00099945,-0.089996,0.065002,-0.108,0.064995,-0.042999,-0.13,0.065002
08:43.4,0.152,-0.367,0,-0.00099945,-0.089996,0.042999,-0.108,0.042999,-0.042999,-0.085999,0.085999
08:43.5,0.086998,-0.324,0,-0.00099945,-0.089996,0,-0.086998,0.064995,-0.042999,-0.108,0.065002
08:43.6,0,-0.41,0,-0.00099945,-0.089996,0.042999,-0.108,0.042999,-0.065002,-0.085999,-0.021996
08:43.7,-0.021004,-0.367,0,-0.00099945,-0.089996,0.065002,-0.108,0.021996,-0.087006,-0.085999,-0.021996
08:43.8,-0.043007,-0.45399,0,-0.00099945,-0.089996,0.065002,-0.086998,0.042999,-0.087006,-0.085999,-0.021996
08:43.9,0.043999,-0.389,0,-0.00099945,-0.089996,0.042999,-0.086998,0.021996,-0.087006,-0.085999,-0.021996
08:44.0,0.043999,-0.41,0,-0.00099945,-0.089996,0.022003,-0.108,0.042999,-0.087006,-0.108,-0.021996
08:44.1,0.021996,-0.432,0,-0.00099945,-0.089996,0,-0.086998,0.021996,-0.065002,-0.085999,-0.021996
08:44.2,0.043999,-0.45399,0,-0.00099945,-0.089996,-0.042999,-0.086998,0.042999,-0.065002,-0.108,-0.021996
08:44.3,0,-0.45399,0,-0.00099945,-0.089996,0,-0.086998,0.042999,-0.087006,-0.108,0
08:44.4,0.043999,-0.432,0,-0.00099945,-0.089996,0.022003,-0.086998,0.042999,-0.065002,-0.108,0
08:44.5,-0.043007,-0.389,0,-0.00099945,-0.089996,-0.021004,-0.065002,0.042999,-0.087006,-0.108,0
08:44.6,-0.086006,-0.346,0,-0.00099945,-0.089996,0,-0.065002,0.064995,-0.065002,-0.151,-0.021996
08:44.7,-0.064003,-0.346,-0.021996,-0.00099945,-0.089996,-0.021004,-0.065002,0.064995,-0.042999,-0.108,0
08:44.8,-0.108,-0.346,0,-0.00099945,-0.089996,-0.042999,-0.086998,0.064995,-0.065002,-0.151,0
08:44.9,-0.108,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.086998,0.064995,-0.042999,-0.108,-0.042999
08:45.0,-0.108,-0.324,0,-0.00099945,-0.089996,-0.021004,-0.108,0.064995,-0.065002,-0.13,-0.021996
08:45.1,-0.108,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.13,0.042999,-0.065002,-0.173,-0.042999
08:45.2,-0.086006,-0.367,0,-0.00099945,-0.089996,-0.021004,-0.108,0.064995,-0.065002,-0.151,-0.021996
08:45.3,-0.086006,-0.432,0,-0.00099945,0,0.042999,-0.108,0.042999,-0.065002,-0.151,-0.021996
08:45.4,-0.021004,-0.432,0,-0.00099945,-0.089996,0.042999,-0.086998,0.064995,-0.065002,-0.173,-0.021996
08:45.5,-0.043007,-0.497,0,-0.00099945,-0.089996,0.042999,-0.086998,0.064995,-0.065002,-0.173,-0.021996
08:45.6,-0.086006,-0.497,0,-0.00099945,-0.089996,0.022003,-0.152,0.064995,-0.065002,-0.151,-0.021996
08:45.7,-0.043007,-0.41,-0.043999,-0.00099945,-0.089996,0,-0.108,0.042999,-0.087006,-0.151,-0.042999
08:45.8,-0.064003,-0.389,-0.021996,-0.00099945,-0.089996,-0.021004,-0.173,0.021996,-0.087006,-0.173,-0.021996
08:45.9,-0.043007,-0.367,-0.021996,-0.00099945,-0.089996,-0.021004,-0.152,0.042999,-0.065002,-0.151,-0.021996
08:46.0,-0.064003,-0.367,0,-0.00099945,-0.089996,-0.021004,-0.108,0.021996,-0.087006,-0.13,-0.021996
08:46.1,-0.064003,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.108,0.042999,-0.087006,-0.085999,-0.021996
08:46.2,-0.043007,-0.324,0,-0.00099945,-0.089996,-0.042999,-0.13,0.042999,-0.087006,-0.13,0
08:46.3,-0.043007,-0.346,0,0,0,-0.194,-0.152,0.021996,-0.087006,-0.151,-0.021996
08:46.4,0.021996,-0.389,0,-0.00099945,-0.089996,-0.173,-0.152,-0.085999,-0.087006,-0.13,0
08:46.5,-0.021004,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.152,-0.28101,-0.087006,-0.13,-0.021996
08:46.6,-0.064003,-0.389,0,-0.00099945,-0.089996,-0.021004,-0.13,-0.32401,-0.087006,-0.13,-0.021996
08:46.7,-0.043007,-0.389,0,-0.00099945,-0.089996,-0.021004,-0.108,-0.346,-0.087006,-0.108,0
08:46.8,-0.086006,-0.497,0,-0.00099945,-0.089996,-0.021004,-0.108,-0.302,-0.087006,-0.13,0
08:46.9,-0.086006,-0.54,-0.043999,-0.00099945,-0.089996,-0.021004,-0.108,-0.32401,-0.108,-0.13,0
08:47.0,0.086998,-0.497,-0.043999,-0.00099945,-0.089996,-0.042999,-0.13,-0.32401,-0.087006,-0.13,0
08:47.1,-0.086006,-0.475,0,-0.00099945,-0.089996,-0.065002,-0.108,-0.32401,-0.087006,-0.151,0
08:47.2,-0.108,-0.41,-0.021996,-0.00099945,-0.089996,-0.065002,-0.108,-0.32401,-0.087006,-0.151,0
08:47.3,-0.064003,-0.432,-0.043999,-0.00099945,-0.089996,-0.065002,-0.086998,-0.32401,-0.065002,-0.108,0
08:47.4,0.043999,-0.41,-0.043999,0,-0.089996,-0.042999,-0.086998,-0.32401,-0.065002,-0.108,0
08:47.5,0,-0.367,-0.021996,-0.00099945,-0.089996,-0.085999,-0.086998,-0.32401,-0.042999,-0.065002,0
08:47.6,-0.12901,-0.346,-0.021996,-0.00099945,0,-0.085999,-0.108,-0.32401,-0.022003,-0.13,0.021004
08:47.7,-0.108,-0.324,-0.021996,0,0,-0.085999,-0.108,-0.302,-0.042999,-0.108,0.021004
08:47.8,-0.108,-0.367,-0.021996,0,0,-0.042999,-0.108,-0.367,-0.065002,-0.108,0
08:47.9,-0.108,-0.389,-0.021996,0,0,-0.042999,-0.108,-0.367,-0.087006,-0.108,-0.021996
08:48.0,-0.064003,-0.41,-0.021996,0,0,-0.042999,-0.13,-0.346,-0.087006,-0.085999,0
08:48.1,-0.021004,-0.41,-0.021996,-0.00099945,0,-0.042999,-0.13,-0.346,-0.087006,-0.173,0
08:48.2,-0.021004,-0.562,-0.021996,-0.00099945,-0.089996,-0.042999,-0.152,-0.346,-0.087006,-0.194,-0.021996
08:48.3,0,-0.45399,-0.043999,-0.00099945,-0.089996,-0.042999,-0.152,-0.32401,-0.087006,-0.194,-0.021996
08:48.4,0.043999,-0.432,-0.043999,-0.00099945,-0.089996,-0.108,-0.13,-0.32401,-0.108,-0.173,0
08:48.5,0,-0.389,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.346,-0.108,-0.173,0.021004
08:48.6,-0.043007,-0.389,-0.021996,-0.00099945,-0.089996,-0.085999,-0.108,-0.346,-0.108,-0.151,0.021004
08:48.7,-0.064003,-0.389,-0.021996,-0.00099945,-0.089996,-0.065002,-0.13,-0.367,-0.13,-0.173,0.021004
08:48.8,-0.064003,-0.432,-0.021996,-0.00099945,-0.089996,-0.085999,-0.108,-0.346,-0.108,-0.173,0
08:48.9,0.021996,-0.432,-0.043999,-0.00099945,-0.089996,-0.065002,-0.13,-0.32401,-0.087006,-0.13,0.021004
08:49.0,0.173,-0.324,-0.043999,-0.00099945,0,-0.065002,-0.108,-0.346,-0.108,-0.13,-0.021996
08:49.1,0,-0.30199,-0.021996,0,-0.089996,-0.065002,-0.108,-0.32401,-0.087006,-0.108,-0.021996
08:49.2,-0.108,-0.30199,-0.043999,-0.00099945,0,-0.065002,-0.086998,-0.32401,-0.108,-0.108,-0.021996
08:49.3,-0.064003,-0.30199,-0.043999,-0.00099945,0,-0.065002,-0.108,-0.302,-0.13,-0.151,0
08:49.4,0,-0.346,-0.021996,-0.00099945,-0.089996,-0.065002,-0.108,-0.28101,-0.108,-0.194,-0.042999
08:49.5,-0.021004,-0.432,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.28101,-0.108,-0.238,-0.021996
08:49.6,-0.043007,-0.432,-0.043999,-0.00099945,-0.089996,-0.065002,-0.13,-0.302,-0.108,-0.216,-0.021996
08:49.7,-0.021004,-0.432,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.302,-0.087006,-0.216,-0.021996
08:49.8,-0.043007,-0.432,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.302,-0.087006,-0.194,-0.042999
08:49.9,-0.043007,-0.389,-0.043999,-0.00099945,-0.089996,-0.085999,-0.13,-0.28101,-0.087006,-0.194,-0.021996
