Time,601_freq,601_angle,601_volt,620_freq,620_angle,620_volt,623_freq,623_angle,623_volt,634_freq,634_angle,634_volt,640_freq,640_angle,640_volt,647_freq,647_angle,647_volt,670_freq,670_angle,670_volt,671_freq,671_angle,671_volt,673_freq,673_angle,673_volt,674_freq,674_angle,674_volt,686_freq,686_angle,686_volt,713_freq
2018/2/11 18:08:04.1,59.99150085449219,3.9205000400543213,120.6050033569336,59.986900329589844,2.2283999919891357,121.05899810791016,59.9901008605957,1.1496000289916992,112.197998046875,59.9911003112793,5.54010009765625,120.36100006103516,59.987998962402344,6.027200222015381,118.4469985961914,59.989498138427734,4.580999851226807,121.9020004272461,59.99089813232422,4.093699932098389,123.61000061035156,59.989601135253906,0.5372999906539917,122.01000213623047,59.989601135253906,2.0980000495910645,118.89800262451172,59.98929977416992,3.9516000747680664,115.5260009765625,59.9911003112793,6.109000205993652,123.54499816894531,
2018/2/11 18:08:04.2,59.99129867553711,3.9151999950408936,120.62699890136719,59.987998962402344,2.2204999923706055,121.08100128173828,59.99020004272461,1.143399953842163,112.197998046875,59.99190139770508,5.534200191497803,120.36100006103516,59.989200592041016,6.019100189208984,118.4469985961914,59.9900016784668,4.574699878692627,121.92400360107422,59.990299224853516,4.088399887084961,123.63099670410156,59.99020004272461,0.5306000113487244,122.01000213623047,59.99079895019531,2.09089994430542,118.89800262451172,59.990299224853516,3.944499969482422,115.5260009765625,59.9922981262207,6.1020002365112305,123.52300262451172,
2018/2/11 18:08:04.3,59.989601135253906,3.908900022506714,120.62699890136719,59.990699768066406,2.214400053024292,121.10199737548828,59.990699768066406,1.1375999450683594,112.197998046875,59.99250030517578,5.528500080108643,120.36000061035156,59.988800048828125,6.012499809265137,118.4469985961914,59.9901008605957,4.56850004196167,121.92400360107422,59.99039840698242,4.082099914550781,123.63099670410156,59.989898681640625,0.5245000123977661,122.03199768066406,59.99020004272461,2.085400104522705,118.89800262451172,59.98970031738281,3.938699960708618,115.50399780273438,59.99100112915039,6.09689998626709,123.52300262451172,
2018/2/11 18:08:04.4,59.991600036621094,3.90339994430542,120.66999816894531,59.99129867553711,2.2090001106262207,121.05899810791016,59.9911003112793,1.1319999694824219,112.21900177001953,59.9922981262207,5.523900032043457,120.36000061035156,59.99039840698242,6.004700183868408,118.35700225830078,59.98970031738281,4.561999797821045,121.92400360107422,59.99020004272461,4.076200008392334,123.58799743652344,59.9900016784668,0.5181999802589417,122.03199768066406,59.990501403808594,2.079200029373169,118.89800262451172,59.989898681640625,3.931999921798706,115.48300170898438,59.9906005859375,6.091899871826172,123.4800033569336,
2018/2/11 18:08:04.5,59.9911994934082,3.8977999687194824,120.73500061035156,59.99190139770508,2.2040998935699463,121.08100128173828,59.9911994934082,1.1263999938964844,112.21900177001953,59.990299224853516,5.519999980926514,120.36100006103516,59.989898681640625,5.999100208282471,118.35700225830078,59.989601135253906,4.555500030517578,121.85900115966797,59.98929977416992,4.070199966430664,123.58799743652344,59.99039840698242,0.5117999911308289,122.03199768066406,59.9911994934082,2.0727999210357666,118.89800262451172,59.99129867553711,3.925100088119507,115.48300170898438,59.9901008605957,6.085700035095215,123.50199890136719,
2018/2/11 18:08:04.6,59.9911003112793,3.892400026321411,120.66999816894531,59.99140167236328,2.198699951171875,121.1240005493164,59.9911003112793,1.12090003490448,112.197998046875,59.990699768066406,5.513400077819824,120.36000061035156,59.9900016784668,5.992700099945068,118.4469985961914,59.9900016784668,4.549200057983398,121.88099670410156,59.98939895629883,4.063499927520752,123.56600189208984,59.9906005859375,0.5058000087738037,122.03199768066406,59.99079895019531,2.067500114440918,118.89800262451172,59.99079895019531,3.9202001094818115,115.46099853515625,59.9911994934082,6.078199863433838,123.50199890136719,
2018/2/11 18:08:04.7,59.9901008605957,3.8866000175476074,120.64900207519531,59.992401123046875,2.1937999725341797,121.14600372314453,59.99140167236328,1.1158000230789185,112.21900177001953,59.9901008605957,5.507999897003174,120.36100006103516,59.99129867553711,5.986100196838379,118.4469985961914,59.989200592041016,4.542600154876709,121.88099670410156,59.989200592041016,4.057000160217285,123.58799743652344,59.99020004272461,0.4999000132083893,122.01000213623047,59.99039840698242,2.0618999004364014,118.89800262451172,59.9911994934082,3.914400100708008,115.50399780273438,59.98939895629883,6.074100017547607,123.54499816894531,
2018/2/11 18:08:04.8,59.98979949951172,3.880199909210205,120.64900207519531,59.991600036621094,2.188199996948242,121.14600372314453,59.9911994934082,1.1104999780654907,112.197998046875,59.988399505615234,5.502900123596191,120.36100006103516,59.99039840698242,5.981200218200684,118.35700225830078,59.98939895629883,4.536099910736084,121.9020004272461,59.989601135253906,4.050099849700928,123.58799743652344,59.99020004272461,0.49390000104904175,122.03199768066406,59.98979949951172,2.056299924850464,118.91899871826172,59.990501403808594,3.9091999530792236,115.48300170898438,59.990501403808594,6.066699981689453,123.52300262451172,
2018/2/11 18:08:04.9,59.989498138427734,3.874000072479248,120.64900207519531,59.9921989440918,2.183199882507324,121.14600372314453,59.99169922,1.105299949645996,112.197998046875,59.987998962402344,5.495999813079834,120.36100006103516,59.990699768066406,5.975299835205078,118.35700225830078,59.98979949951172,4.53000020980835,121.92400360107422,59.98970031738281,4.043600082397461,123.58799743652344,59.99020004272461,0.4878000020980835,122.01000213623047,59.990699768066406,2.049499988555908,118.89800262451172,59.99140167236328,3.9028000831604004,115.50399780273438,59.991798400878906,6.059700012207031,123.52300262451172,
2018/2/11 18:08:05.0,59.989601135253906,3.867500066757202,120.64900207519531,59.9900016784668,2.1772000789642334,121.14600372314453,59.99150085449219,1.100100040435791,112.197998046875,59.988399505615234,5.4882001876831055,120.36100006103516,59.99079895019531,5.9695000648498535,118.4469985961914,59.99020004272461,4.523600101470947,121.92400360107422,59.990299224853516,4.0370001792907715,123.61000061035156,59.989498138427734,0.4819999933242798,122.01000213623047,59.990299224853516,2.043800115585327,118.91899871826172,59.989898681640625,3.8982999324798584,115.50399780273438,59.9911994934082,6.054299831390381,123.52300262451172,
